Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,European Union,EUU,0.394174243,0.298710798,0.228874924,0.214379434,0.213775998,0.21036096,0.206295394,0.197693299,0.184829709,0.17694094,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Fragile and conflict affected situations,FCS,1.315837768,0.89757759,0.586281371,0.558720261,0.502787114,0.497895642,0.480961353,0.48505031,0.46792112,0.43499214,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Heavily indebted poor countries (HIPC),HPC,0.22350368,0.227414483,0.272491144,0.273184659,0.278401439,0.281062145,0.27796274,0.279438231,0.284924446,0.271501964,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,High income,HIC,0.406961213,0.34724785,0.273060727,0.263214235,0.256265508,0.249701525,0.242393438,0.237202411,0.226386544,0.216414926,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,IBRD only,IBD,1.192187209,0.933909716,0.840566759,0.811961214,0.769632671,0.738666641,0.719331424,0.712481048,0.69319082,0.685741084,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,IDA & IBRD total,IBT,1.132980586,0.898910972,0.804709436,0.777655304,0.738490476,0.71141107,0.694549168,0.687976043,0.669752328,0.661767993,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,IDA blend,IDB,0.769646787,0.778916046,0.446654999,0.433734555,0.417807149,0.436339099,0.444393767,0.427284744,0.423338862,0.417068666,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,IDA only,IDX,0.354193292,0.320117794,0.313632621,0.314491225,0.317471137,0.33086696,0.342253211,0.347328594,0.341615981,0.325837243,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,IDA total,IDA,0.552641624,0.526469106,0.37624773,0.370755073,0.365044408,0.38013008,0.389333491,0.384022873,0.378720375,0.366852906,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Late-demographic dividend,LTE,1.331508005,0.968182345,0.855938252,0.81431883,0.768935427,0.736312715,0.714336032,0.704758669,0.687052076,0.686753944,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Latin America & Caribbean,LCN,0.347892685,0.354058203,0.332155515,0.329236876,0.32561717,0.318597917,0.308285082,0.29393176,0.289476814,0.274572155,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Latin America & Caribbean (excluding high income),LAC,0.329677763,0.344197368,0.31939854,0.318891568,0.317817024,0.312387249,0.303410604,0.289543149,0.287923552,0.277349075,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Latin America & the Caribbean (IDA & IBRD countries),TLA,0.352981688,0.36368343,0.340394548,0.337731996,0.333692633,0.326771627,0.315962679,0.300541655,0.296418435,0.280286665,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Least developed countries: UN classification,LDC,0.206303851,0.247545081,0.289639174,0.295350356,0.300169021,0.315298398,0.327942122,0.332215659,0.326780948,0.307583641,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Low & middle income,LMY,1.132919712,0.908374807,0.816749678,0.790132932,0.74988946,0.722146505,0.706133277,0.700493871,0.683151152,0.676055353,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Low income,LIC,0.980667669,0.608964544,0.358858744,0.355617679,0.321753041,0.324969617,0.379318891,0.376699587,0.378844096,0.35592982,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Lower middle income,LMC,1.127972777,0.954205831,0.823724413,0.82346226,0.789910203,0.771479694,0.764129848,0.766822244,0.743127777,0.721238115,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Middle East & North Africa,MEA,0.696275748,0.736507655,0.778127016,0.781721729,0.771600521,0.745866632,0.743309157,0.724863083,0.718441887,0.719058536,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Middle East & North Africa (excluding high income),MNA,0.877602014,0.911375077,0.945857502,0.952304524,0.937977825,0.901920739,0.90963438,0.91198676,0.896514934,0.882466747,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Middle East & North Africa (IDA & IBRD countries),TMN,0.884264606,0.918702304,0.955036785,0.961370559,0.947174251,0.911062257,0.918700116,0.921034994,0.90543985,0.890513252,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Middle income,MIC,1.135924595,0.914971828,0.824898706,0.797826221,0.757141772,0.728723036,0.711419929,0.70564412,0.687982035,0.681196631,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,North America,NAC,0.492230376,0.421449084,0.299781622,0.294045849,0.280712187,0.271370463,0.262150776,0.262596326,0.248875816,0.230418689,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,OECD members,OED,0.406349059,0.35066125,0.272436768,0.261786885,0.254216838,0.248260895,0.241666413,0.236609768,0.225227305,0.214178516,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Other small states,OSS,..,0.623536922,0.512754145,0.51751638,0.498486103,0.494981549,0.494448889,0.483192067,0.468282061,0.472982355,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Pacific island small states,PSS,0.250635052,0.319321411,0.29643877,0.303831386,0.293715921,0.280991027,0.286974561,0.288515721,0.291927451,0.239481334,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Post-demographic dividend,PST,0.420846643,0.349179534,0.266417501,0.255541496,0.247043738,0.240433535,0.232807259,0.229161231,0.217716864,0.207035428,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Pre-demographic dividend,PRE,0.389162306,0.421326307,0.33044291,0.324547861,0.317349506,0.32346731,0.328064637,0.335215808,0.345078548,0.328140963,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Small states,SST,..,0.593119723,0.514762741,0.51584258,0.498056305,0.491789774,0.489822067,0.482691916,0.469434708,0.469309708,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,South Asia,SAS,0.980128881,0.983243566,0.939273576,0.95393815,0.899943118,0.859492964,0.852307722,0.846253411,0.802694318,0.770302205,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,South Asia (IDA & IBRD),TSA,0.980128881,0.983243566,0.939273576,0.95393815,0.899943118,0.859492964,0.852307722,0.846253411,0.802694318,0.770302205,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Sub-Saharan Africa,SSF,0.598780478,0.600025132,0.480249526,0.477985456,0.454382498,0.455067901,0.449810243,0.448108701,0.449942007,0.419027461,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Sub-Saharan Africa (excluding high income),SSA,0.59910569,0.600371757,0.480379444,0.478095701,0.454460653,0.455126124,0.44987022,0.448162049,0.450017811,0.419042419,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Sub-Saharan Africa (IDA & IBRD countries),TSS,0.598780478,0.600025132,0.480249526,0.477985456,0.454382498,0.455067901,0.449810243,0.448108701,0.449942007,0.419027461,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Upper middle income,UMC,1.138610343,0.902828356,0.825220907,0.790729519,0.74801236,0.716639044,0.696538675,0.688404746,0.672530989,0.67025053,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,World,WLD,0.591232108,0.502042459,0.481988633,0.469555231,0.452970132,0.441571481,0.433875227,0.430631798,0.418758038,0.408761652,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Afghanistan,AFG,2046.87,1078.12,9402.05,9281.34,10057.59,9294.93,10022.78,10972.38,11238.83,8709.47,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Albania,ALB,6060.5,3186.54,4795.4,5188,4797,4573.2,5403.7,5316.1,4993.3,4383.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Algeria,DZA,62936.9,80046.8,139024.1,147735.2,156273,154654.3,157704.4,164534.1,170582.4,161563,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Andorra,AND,406.704,523.952,476.32,461.664,465.328,468.992,465.328,494.64,479.984,448.884399,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Angola,AGO,6564.2,16204.16,26958.7,29610.5,31648.9,29520.7,25064.8,23637.4,24382.9,19814.5,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Antigua and Barbuda,ATG,218.2,312.5,472.9,476.6,490.2,500.5,500.1,508.6,509,474.6,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Argentina,ARG,100313.9,132265.5,183255.7,179600.7,185550,183158.7,179267.3,176894.6,168162,154535.9,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Armenia,ARM,19845.2,3561,5501.5,5479,5343.4,5066.7,5371.3,5712.2,6195.6,6746.6,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Australia,AUS,263437.5,339422.8,388427.4,379267.2,385782.4,394803.6,397149.4,396059.9,395199.1,378996.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Austria,AUT,58275.7,63538.6,65752.7,62054.5,63254.7,63697.1,65867.7,63131.4,64497.8,59142.4,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Azerbaijan,AZE,53483.7,27687.2,30939.6,32243.4,31773.3,32239.4,31957,32728.1,35521,34305,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Bahamas, The",BHS,2014.6,2115.3,2805.4,2518.9,2207.4,2040.7,2170.2,2795.4,2622.7,2456,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Bahrain,BHR,10737.46,15876.5,28853,30282.7,30492.4,30301.1,30514.9,30844.4,32966.8,32470.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Bangladesh,BGD,11523.73,20686.7,62965.7,66313.1,73156.9,81128.9,87658,95944.6,92645,85493.1,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Barbados,BRB,1004.32,1188.1,1439.47,1282.07,1269.57,1290.77,1179.97,1270.17,1167.27,1096.07,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Belarus,BLR,99830,52967.5,59891.2,59431.8,54871.3,55201.4,56247,59271.6,57681.2,54801.5,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Belgium,BEL,109312.6,117274.6,96550.6,90362.4,95096,94171.6,92587.4,93523.2,92989.4,85364.1,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Belize,BLZ,340.3,425.2,457.4,483.7,675.1,651.3,643.1,630,736.2,687.6,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Benin,BEN,330.11,1424.5,4676.4,5186.1,5505.6,6739,6876.2,7604,7475.5,7980.4,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Bhutan,BTN,185.39,388.84,908,1012.4,1042.1,1228.4,1309.5,1454.3,1433,1035.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Bolivia,BOL,10407.9,8108.1,18123.9,19478.3,20002.9,21328.7,21628.2,21881.2,21828.8,18375.3,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Bosnia and Herzegovina,BIH,23965.6,13955.1,21847.8,19506.8,19629,22356.6,22692.7,22615.8,21124.3,20946.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Botswana,BWA,2807.4,4033.8,5421.539,6988.912,6949.712,6629.312,7337.512,8061.3875,7198.3,5763.687,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Brazil,BRA,197897.4,313670.8,486844.7,511618,485344.1,447077.3,455684.8,433838.8,434318,414138.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Brunei Darussalam,BRN,3260.3,4717.9,7208.8,7080.3,6397.7,6968.5,7290.2,7540,7057.8,9588,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Bulgaria,BGR,73605.7,43421.1,39660.7,42054.4,44556.5,41586.7,43885.1,40898.2,39159.9,34138.1,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Burkina Faso,BFA,594.1,1048.93,2947,2997,3801.8,3997.8,4625.2,5147.7,5646.5,5456.7,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Burundi,BDI,187.6,262.6,366.4,364.8,366.8,442,529.1,664.9,707.4,713.466,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cabo Verde,CPV,183.8,305.8,502,496.4,499.9,542.9,584.7,594.7,617.2,620.6,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cambodia,KHM,1260.416,1963,5737.6,6947.2,8432.6,11066.4,12660.5,13555.7,18093.2,18652.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cameroon,CMR,2900,5209.1,7526.8,8222.8,8500.2,8974.7,9076,9749.7,9557.3,9928.4,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Canada,CAN,419492.2,514215.1,555742.4,561760.5,558747.2,556874.1,568175.9,579573.9,566001.8,516873.7,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Central African Republic,CAF,148,243.2,120.6,130.4,184.4,206.4,222.4,229.1,235.4,236.6,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Chad,TCD,388.9,507.4,1487.26,1483.1,1478.55,1469.87,1488.2,1557.4,1583.6,1568.4,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Chile,CHL,30533.6,50424.5,82998.5,76560.3,82260.4,86504.7,87136.9,86581.3,91915.4,84827.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,China,CHN,2173364.2,3346525.8,9979128,10021043.4,9859281.2,9860914,10089273.2,10567262,10762824,10944686.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Colombia,COL,49364.4,58995.5,77725.4,80091,81017.2,83526.2,75674,79355.2,79186.7,79057.6,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Comoros,COM,65.5,104.9,192.2,171.9,185.9,217.9,279,302.7,326.2,328.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Congo, Dem. Rep.",COD,3179,1634.93,3959.5,5136.1,3231.4,2421.14,2845,2813.9,3031.2,3025.6,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Congo, Rep.",COG,3201.15,4346.986,5311.61,5175.1,5655,5497.6,5406.7,6216.9,7006.1,7153.9,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Costa Rica,CRI,2871.2,4946.8,7778.7,7832.3,7537.9,8008.9,8173.5,8166.6,7956.4,6967.4,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cote d'Ivoire,CIV,2705.4,6489.4,8692.4,9196.9,9805.7,9593.5,10563.8,10194.8,10838.9,10894.9,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Croatia,HRV,20341.4,18034.4,17010.6,16236.4,16602.3,16876.8,17407.9,16433.4,16523.3,15626.9,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cuba,CUB,35621.6,28353.1,28869.7,26677.1,29209.8,27176.4,26241.3,26674.6,24418.5,24327.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cyprus,CYP,4591.2,7127.7,6427.7,6811.8,6851.9,7219.2,7361.2,7198.6,7191,6771.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Czechia,CZE,153149.3,124716.7,102910.3,99960.6,101167.5,102998,103549.9,102734.3,97712.9,88835.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Denmark,DNK,51978,52602,39960.7,35820,33704.9,35340.3,33184,33133.3,29696.5,27356.5,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Djibouti,DJI,274.1,373.4,558.79,402.17,446.55,395.47,403.4,414.9,428.27,427.7,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Dominica,DMA,62.7,125.3,171.4,180,180.9,182.5,165.6,165.3,174.1,162.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Dominican Republic,DOM,7860.7,18670.6,21287.2,21450.7,23590.5,24593.5,23551.3,25366,25775.2,22881.3,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Ecuador,ECU,15422.6,22051.5,39701.1,41801.2,41390.3,39791.7,38549.3,40273.2,39631.4,34431,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Egypt, Arab Rep.",EGY,87745.4,114614.4,213856.4,219121.1,226283.6,235425.8,244540.5,237983,217908.3,210752.3,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,El Salvador,SLV,2383.3,5631.6,6455.8,6592.2,6997.6,7125.1,6344.9,6844.9,7912.7,6376.3,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Equatorial Guinea,GNQ,69.6,1982.3,5990,5946.6,5494.2,5830.1,5369.3,5068.5,4876.5,4350.4,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Eritrea,ERI,0,633.19,589.43,592.22,570.9,580.5,581.47,677.7,697.2,706.4,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Estonia,EST,34544.9,14932.5,18846.5,17594.9,14377.1,15907.2,16773.5,15716.9,10060.7,7097.52,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Eswatini,SWZ,1101.2,1090.6,957,977.4,1015.9,1116,1105.8,1105.8,1169.5,1147.7,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Ethiopia,ETH,2310.7,3557,10190.8,12490.3,13046.3,15247.2,15882.4,17028.4,17708,18098,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Fiji,FJI,712.98,836.58,1066.9,1213.6,1263.8,1198.6,1331.1,1387.2,1393.5,1028.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Finland,FIN,54562.8,55097.5,50191.3,46161.7,42815.4,45700.3,43015.4,44395.5,40987.1,36329.9,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,France,FRA,356297.9,373235.8,338453.1,306017.4,311175.4,313835.2,317721.2,306948.4,300561.6,267154.7,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Gabon,GAB,4099.12,6080,5790.27,5962.05,6115.8,6383.7,5344.7,5120.4,5274.5,5349.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Gambia, The",GMB,194.5,244.8,430.6,506.8,585.9,593.2,602.3,597.8,606.9,611.4,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Georgia,GEO,33488.3,4772.8,8024,8654,9399.4,9813.6,9907.1,9725.2,10549.6,10255,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Germany,DEU,955307.7,830284.1,776151.8,736011.7,742314.4,747147.2,732204.2,707770.2,658693.5,603350.5,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Ghana,GHA,2516.9,4949.5,13899.7,13366.7,14320.7,14545.3,15135,16774.9,18039.1,19401.16,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Greece,GRC,75619.4,94460.6,72484.2,69548.7,68010.2,66848.6,66795.5,65021.2,59990.3,51002.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Grenada,GRD,114.9,198.6,317.1,253.5,272.6,277.4,287.5,320.3,346.2,324.5,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Guatemala,GTM,3932,9443.3,13046.3,13998.5,16455.9,17451.9,16530.1,18075.7,19017.8,16865.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Guinea,GIN,999.1,1494.9,2160,2225.7,2522.3,2806.5,3321.6,3735,4517,4537.9,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Guinea-Bissau,GNB,171.9,147,247.4,263.6,281.9,305,306.6,317.8,325.3,329,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Guyana,GUY,1171.9,1660.3,1975.6,2063.3886,2079.93,2478.6,2473.8,2587.1,2795.9,2768.5,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Haiti,HTI,1020.42,1473.3,2650.86,3021.14,3280.44,3364.54,3326.24,3289.74,3317.34,3209.04,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Honduras,HND,2453.7,4987.2,9685,9884.1,10538.2,10394.7,9377,9031.3,10196.4,8835.4,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Hungary,HUN,67421,54633.3,40762.6,40625.2,43384.1,44248.4,49449.8,49202.9,47261.8,44769.3,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Iceland,ISL,1947.46,2225.44,2031.8,2047.5,2057.5,1633,1671,1699.3,1638.2,1446.6,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,India,IND,563575.4,937858.4,1972429.4,2147107,2158023.2,2195248.5,2308804.4,2458175.9,2423951.4,2200836.3,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Indonesia,IDN,148342.9,280635.7,448400.2,484640.1,489052.8,483978.7,515395.7,568007.6,605290.6,563197,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Iran, Islamic Rep.",IRN,198471.7,340456.2,583703.1,605356.1,599182.7,607216.3,626427.9,637433.7,625251.5,616561.3,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Iraq,IRQ,64206.4,87630.5,139103.6,134045.9,133169.7,143281.1,156456.4,168154.3,180687.6,163511.5,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Ireland,IRL,30961.5,42533.5,35688.2,35556.5,37087.2,39009.8,37729.1,37473.6,35812.2,33742.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Israel,ISR,33805.9,56997.3,67002.5,64717.8,66314.7,65233,65906.3,61424.5,62796.3,58471.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Italy,ITA,405262,436296.6,346458.3,327498,337862.1,333344.8,329193.3,324884.2,317223,281286.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Jamaica,JAM,7466.8,10071.4,7402.3,7191.3,7088.7,7549.5,7225,8589,8394.3,5835.6,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Japan,JPN,1090508.1,1184424.9,1267376.2,1217306.6,1178349.1,1164869.4,1150835,1111115.3,1073645.3,1014064.7,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Jordan,JOR,9934,16268.1,23803.7,25553.1,25309.1,24730,26021.8,24710,23147.9,20974.1,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kazakhstan,KAZ,237250.9,120151.999,260015.4,209261.3,191059.6,202475.7,214897.7,216896.7,204592.2,211896.7,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kenya,KEN,6269,8630.2,14387.7,16700,18090.3,19310.1,20097.2,19253.9,19481.9,19446.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kiribati,KIR,24,35.5,63.8,60.1,60.7,56.7,72.7,73.2,73.6,56.9,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Korea, Dem. People's Rep.",PRK,119307.5,71822.9,27629.1,31223.3,25101.5,28127.7,54286,50121.3,55548.4,52437.2,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Korea, Rep.",KOR,247675.8,447237.3,599601.4,588088.6,607827.1,615443.6,626178.4,630186.6,612133.7,569681.8,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kuwait,KWT,29128.4,49838.2,87363.8,85576,89021.7,91376.2,90378.3,92652.1,93863.6,92308.9,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kyrgyz Republic,KGZ,22762.3,4643.3,9455,9848.5,10266.6,9675.6,9439,11306.8,10017.4,9080.1,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Lao PDR,LAO,512.96,903.07,4160.8,4344.5,8875.9,15702.2,19054.5,19663.8,19170.9,19178.9,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Latvia,LVA,18777.4,6929.57,7452.4,7282.3,7315.9,7145.3,7116.7,7785.2,7569.1,6928.3,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Lebanon,LBN,5622.1,15672.8,23244.5,25151,27016.8,27755.1,29170.9,27401.3,26916.5,21474.9,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Lesotho,LSO,1395.5,1747.5,2206.5,2349,2144.2,2126.2,2402.3,2276.6,2300.1,2311.9,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Liberia,LBR,453.82,425.81,905.21,1205.1,1247.8,1397.89,1268.4,1126.6,1146.2,1179.5,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Libya,LBY,28603.5,44724.9,59767.3,59289.1,51331.2,48694.8,52095.1,54100.1,54692.7,44467,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Liechtenstein,LIE,198.970856,216.859998,192.544887,161.25917,159.773794,149.838256,155.769397,142.950403,149.025716,141.996093,..,..
